username,rating,language,title,review_text,date,country,sentiment,summary,sentiment_clean
Christian,1,nl,Wegblijven,"Een rekening openen ging zeer gemakkelijk online en in een paar klikken geregeld.Echter om deze ongebruikte rekeningen achteraf af te sluiten sturen ze u een pdf document dat je moet invullen.Om daarna terug in te scannen samen met een recto verso van mijn paspoort.Omslachtige methode hoe dan ook.Mails naar hun ""klantendienst""blijven wekenlang onbeantwoord.Hilarisch
Wegblijven bij die bank!",2023-02-20,BE,Positive,"The customer had a great experience with online shopping and received several positive reviews after a few clicks. They even managed to save a PDF document, which is a handy feature they appreciate. Despite some mail issues, the service was generally excellent.",Positive
H. M.,1,nl,"Het wordt daar TE KLANTONVRIENDELIJK, dus mijn advies: wegblijven...","De internetbank gaf in het begin aan klanten 2 gebruikersnummers. Na de overname van Fortuneo worden hun rekeningnummers na een tijd plots zomaar veranderd (!) zodat er voor de klant een chaos ontstond en dus een grote soep om uit te puzzelen. 
Nu weer: tijdens het weekend moest ik in 1 van beide gebruikersprofielen inloggen maar dat gaat plots niet meer.
Blijkbaar hebben ze de 2 profielen nu bij elkaar gelapt ZONDER DE KLANT OP DE HOOGTE TE BRENGEN. Voor onze interne boekhouding is dat een praktisch probleem.
Duurder voor hun beleggingen,  lage intresten op spaarinlages, slechte behandeling van de klant door onbestaande communicatie en mijn visie is: voortaan WEGBLIJVEN. Het wordt daar TE KLANTONVRIENDELIJK.",2023-02-13,BE,1. **Sentiment:** Negative,"2. **Summary:** The customer is dissatisfied with the service, as they mention issues such as unexpected changes in prices and communication problems that affected their trust in the service. They also criticize the internal organization for not resolving these issues promptly.",Negative
CP,1,nl,Niets anders dan problemen en gefoefel op hoog niveau,"- Softkey werkte niet om het account te activeren.

- Ze beloven alles in orde te maken en instanties op de hoogte te brengen van je verandering, maar amper de helft van mijn lopende domiciliëringen hebben ze overgezet of op de hoogte gebracht.

- Onmogelijk te koppelen met Paypal.

- Onmogelijk te koppelen met Payconiq.

- Geen toegang tot creditcard, hoewel er meer dan genoeg reserve op de rekening staat en ik een bovengemiddeld loon ontvang. Misleidende advertentie over de ""gratis"" creditcard, makkelijk als je niemand een kaart geeft natuurlijk. Het antwoord was: ""We zijn niet verplicht een reden te geven voor het afwijzen van de creditcard aanvraag.""

- €600 is al teveel om over te schrijven via mobiel. Wat is dan het nut van je te profileren als een online bank, als je amper verrichtingen kan doen via de app. 

- Als je wil uitschrijven voor hun nieuwsbrief, kom je op een pagina terecht die niet meer bestaat.",2023-01-30,BE,N/A,,N/a
Pat.,1,nl,Triple zero bank (Bank van de Aldi),"Triple zero bank (Bank van de Aldi)
Vijf weken na aanvraag slagen ze er nog niet in om een rekening geopend te krijgen.....",2023-01-26,BE,Negative,"The customer is dissatisfied with the bank van de Aldi, as they feel it should be in a better location for convenience.",Negative
Tom,1,nl,Telefonische wachttijd tot in de eeuwigheid...,"Aangetekende brief ontvangen om openstaande schuld op mijn effectenrekening te betalen. Ik heb al 2 keer een uur gewacht om telefonisch binnen te geraken, nu de derde keer ben ik al TWEE UUR in wacht!",2023-01-24,BE,Positive,The customer is satisfied with how promptly they were able to address their concerns and has expressed gratitude for the assistance received.,Positive
Joke Witters,1,nl,Geen klantenservice,"Het woord klantenservice is niet gekend bij deze bank.
Het is echt triestig. De Softkey werkt niet.
Een zeer onbetrouwbare en onbekwame bank.",2023-01-23,BE,Negative,The service is not convenient with this bank. It's a frustrating experience. A very bad and unknown bank.,Negative
Ludwig Portaels,1,nl,Klantenservice onbestaande. Antwoorden nooit.,"De voorbije weken, met tussenpozen van paar weken,  twee mails gestuurd omdat hun fameuze Softkey niet werkte en dus hardkey (bakske) gevraagd. Geen enkele reactie. 
Rekening openen duurde ook meer dan 3 weken. 
Klantenservice onbestaande.
Een bank die geen enkele reactie geeft op een vraag is voor mij onbetrouwbaar en daar plaats ik dus geen geld.",2023-01-14,BE,Negative,"The customer had issues with delayed delivery and inconsistent product quality. They found the hard key unresponsive and complained about longer wait times, which negatively affected their overall experience. The bank also failed to provide any immediate assistance.",Negative
Zara,1,nl,NIET DOEN!!!,"Na drie weken nog steeds geen antwoord op mijn VISA aanvraag. Antwoorden NIET op email, en heel traag via telefoon. Had initieel gebeld omdat ik enkele vragen had over de VISA kaart, en de twee mannen die ik heb gesproken aan de telefoon wisten er precies zelf niet veel van. Ik kies liever voor een duurdere bank die mij een betrouwbaar gevoel geeft, dan deze die niks laat weten. Ik kan zelf niet eens op mijn laptop inloggen door telkens 'een technische fout'",2023-01-09,BE,1. **Sentiment:** Negative,"2. **Summary:** The customer had issues with their VISA response time via email and phone, complaining about the lack of precise information on the visa application, which they felt made it seem unreliable. They also mentioned difficulties in logging into a different bank that provided them with better services than the one they were with.",Negative
gerrit verstrepen,5,nl,"Beter is er niet,simpel","Beter is er niet,simpel",2023-01-09,BE,Negative,"The customer's review says ""Beter is er niet,"" which translates to ""Better is he not, simple"" in English. This suggests the customer found something about themselves or the service they received to be less appealing than expected.",Negative
Melanie ,1,nl,Geen enkel contact te krijgen,"Ik wil een rekening bij hun opzeggen en had hier een formulier voor ingevuld. Na maanden nog steeds het resterende bedrag niet ontvangen. Na een heleboel mails gestuurd te hebben waar geen enkele reactie op komt, loze beloftes aan de telefoon gekregen te hebben, geen enkele reactie op messenger te krijgen, is er geen enkel contact met hun te krijgen. Ik wil mijn rekening opzeggen maar er komt geen enkele reactie. Ik zou graag mijn geld terughebben!!!!!!!",2023-01-07,BE,1. **Sentiment:** Negative,"2. **Summary:** The customer is unhappy with the lack of response from various channels, feeling neglected and frustrated that they have no personal contact or feedback about their issues. They express a desire to be compensated for their time and effort spent on resolving these problems.",Negative
aurelie stoelzaed,1,nl,Al een maand op een rekening aan het wachten,"Begin december een aanvraag gedaan om een gezamenlijke rekening te openen. Na weken nog geen nieuws, bleken ze de documenten kwijt te zijn. Uiteindelijk teruggevonden en op 20 december kregen we een mail met extra vragen over tewerkstelling. Nu 4 januari nog steeds geen rekening. Onbereikbaar via telefoon of e-mail.",2023-01-04,BE,N/A,,N/a
stefan ecker,1,nl,Onmogelijk om snel rekening te openen…,"Onmogelijk om snel rekening te openen voor minderjarige. Online tool werkte niet volledig waardoor bepaalde documenten per e-mail of per post moesten worden opgestuurd. Nu 4 weken later nog steeds rekening. Veel tv reclame, ongelooflijk trage behandeling van e mails, lang wachten telefoon. Online Bank onwaardig. Dan liever iets duurder en professioneler !!!!",2022-12-16,BE,Positive,"The customer is praising the online tool for efficiently processing refunds for less valuable orders, mentioning that it works well and saves time. They also note a significant number of reviews, implying satisfaction with its widespread use.",Positive
Frederick,1,nl,Ondermaatse dienstverlening,"Klanten lokken met een gratis VISA-kaart maar die uiteindelijk weigeren, zelfs als je een gemiddeld maandelijks inkomen hebt. Je kan een rekening openen met je eID maar ze weigeren documenten die elektronisch getekend zijn. Jammer, leuk concept voor een online bank maar de dienstverlening is ondermaats.",2022-12-16,BE,1. **Sentiment:** Positive,"2. **Summary:** The customer finds Klanten's free VISA card with an extra cost inconvenient, as well as their own CDs. They suggest opening a new account with the eID option but express disappointment with the current online banking system. Overall, they have had a poor experience with both the service and the merchandise.",Positive
Wolfgang Brouwers,1,nl,De service is compleet waardeloos,De service is compleet waardeloos. Ze antwoorden gewoon niet op E-mails. Als je belt dan moet je 30 tot 45 minuten wachten om iemand aan de lijn te krijgen en als je dan iemand aan de lijn krijgt dan zegt die niet bevoegd te zijn om u te helpen.,2022-12-15,BE,1. **Sentiment:** Neutral,"2. **Summary:** The customer is complaining about the service not being quick enough and mentions waiting for help, suggesting dissatisfaction with the response time.",Neutral
Elena Van Hoecke,1,nl,Heel omslachtig systeem om in te loggen…,Heel omslachtig systeem om in te loggen op je spaarrekening. Helpdesk bijna onbereikbaar. Je moet minstens 15 min in de wacht blijven voor er iemand opneemt. Antwoord op een mail laat ook zo'n week op zich wachten.,2022-11-14,BE,Positive,"The customer is satisfied with the system's performance and appreciates good support from the helpdesk. They are happy to experience their order in the shop within 15 minutes, and they plan to return later if necessary.",Positive
Johan De Bruyn,1,nl,Klantendienst negeert mijn vragen en suggesties,"Kreeg op 3 oktober 2022 een bericht dat ik een debetrente van 18,46 EUR + 0,15 EUR Zegelrecht moest betalen op mijn effectenrekening. Heb volgens mij nooit negatief gestaan, dus vraag ik via ""Contact"" (reeds 2 x) voor meer uitleg en zelfs terugbetaling. Maar tot op heden geen reactie.
Heb hun ook al gevraagd om de selectie van fondsen gebruiksvriendelijker te maken. Nu moet ik fonds per fonds nagaan of het stijgend of dalend is. De lijst van de geselecteerde fondsen moet ik telkens opnieuw instellen.  Zo ben je uuuuuren bezig. Maar constructieve suggesties worden gewoon genegeerd.  Zo kan je niet vlot beleggen.",2022-10-24,BE,1. **Sentiment:** Neutral,"2. **Summary:** ""Kreeg niet negatief, maar het niet antwoordelijk actus is.""",Neutral
M. Vaes,1,nl,wegens onvrede wil ik mijn rekeningen…,"wegens onvrede wil ik mijn rekeningen bij keytrade bank afsluiten.  Hoe moeilijk kan dat zijn?  Ik heb de gevraagde dokumenten ingevuld en doorgestuurd.  Heb bevestiging gekregen dat ze ze ontvangen hebben.  Kreeg 2 dagen geleden bericht van ""moneytransfer"",, dus ik concludeer dat het geld nu op mijn opgegeven rekening staat.  Neen hoor. In paniek gebeld naar klantendienst.  Heel lang aan de lijn gehangen.  Eindelijk een medewerker aan de lijn gekregen die doet precies of ik achterlijk ben of zelfs een leugenaar.  Op zijn vraag wanneer ik voor het laatst had ingelogd antwoordde ik naar waarheid dat ik blijkbaar niet meer kan inloggen. De app toont niks meer.  Ik krijg dan als antwoord: ""Je hebt deze voormiddag nog ingelogd"".  Ik heb geprobeerd ja, maar het lukte niet, dus heb ik niet ingelogd.  O mijn vraag over het bericht van ""moneytransfer"" antwoordde hij dat het een interne overschrijving was.  Ik moet wat geduld hebben, want ""we zijn ermee bezig"".  Hoe lang nog?  Voor mij O op 10!",2022-10-14,BE,1. **Sentiment:** Negative,"2. **Summary:** The customer is dissatisfied with their experience at Keytrade Bank due to issues with the transfer service, as indicated by the negative tone and specific complaints about errors and lack of communication.",Negative
Tim,1,nl,Pure tegenwerking van begin tot eind,"Als bewindvoerder in contact moeten treden met Keytrade Bank. Onwaarschijnlijk hoe onmenselijk en absoluut contrair je wordt behandeld door hun 'Middle Office Department'. Terwijl je bij MeDirect en Deutsche Bank identiek dezelfde papieren indient en een perfecte afhandeling v/e sluiting v/e rekening krijgt ben ik hier nog geen stap verder. Onmogelijk om deze persoon te spreken, dus moet je het doen met mails in google-translate Nederlands waar je soms geen woord van verstaat. Absoluut schandalig!",2022-10-12,BE,Negative,"The customer is unhappy with their interactions and experiences at Keytrade Bank, feeling misled and frustrated with both MeDirect and Deutsche Bank.",Negative
Patrick De Cruyenaere,1,nl,Klant worden bij Keytrade bezint eer gij begint!,"Klantendienst service trekt op niets nul👎 op geen klo….
Reeds maanden vraag ik via mails en telefoon verkeer om mijn nieuwe visa kaart! Zou verzonden zijn begin september uit Frankrijk nog steeds niet ontvangen. Mijn vrouw heeft haar kaart reeds maanden geleden ontvangen. Goedkoopste bank maar een 💩 klantendienst! Had bij onze aansluiting ook problemen!
Potentiële klanten bezint eer gij begint bij Keytrade.",2022-10-06,BE,Negative,"The customer is dissatisfied with Klantendienst service and received a bad impression, believing their order was incorrect and had to be resent. They consider Keytrade as better, despite having issues with Klantendienst.",Negative
RH,4,nl,telefonisch geholpen,"Via mail en telefoon Klantendienst gecontacteerd,  bij 3e keer (via telefoon) door zeer geduldige meneer goed geholpen.",2022-10-04,BE,N/A,"- **Sentiment:** The sentiment of the customer review is Positive. This can be determined by looking for expressions that indicate satisfaction or good experiences, such as ""gecontacteerd,"" which means they have been contacted, and ""geholpen,"" meaning they were pleased or satisfied with the service.",N/a
